obs_id,pred_proba
911345,0.7399697
911346,0.0223962
911347,0.0223962
911348,0.0223962
911349,0.0223962
911350,0.0223962
911351,0.0223962
911352,0.0223962
911353,0.45665762
911354,0.45665762
911355,0.1860531
911356,0.1860531
911357,0.1860531
911358,0.1860531
911359,0.1860531
911360,0.1860531
911361,0.1860531
911362,0.1860531
911363,0.1860531
911364,0.1860531
911365,0.1860531
911366,0.30080387
911367,0.30080387
911368,0.30080387
911369,0.30080387
911370,0.30080387
911371,0.30080387
911372,0.30080387
911373,0.30080387
911374,0.30080387
911375,0.30080387
911376,0.30080387
911377,0.30080387
911378,0.30080387
911379,0.30080387
911380,0.30080387
911381,0.30080387
911382,0.30080387
911383,0.30080387
911384,0.30080387
911385,0.30080387
911386,0.30080387
911387,0.30080387
911388,0.30080387
911389,0.0223962
911390,0.7399697
911391,0.7399697
911392,0.7399697
911393,0.7399697
911394,0.7399697
911395,0.29371065
911396,0.29371065
911397,0.29371065
911398,0.29371065
911399,0.30080387
911400,0.7399697
911401,0.7399697
911402,0.7399697
911403,0.29371065
911404,0.29371065
911405,0.29371065
911406,0.29371065
911407,0.29371065
911408,0.29371065
911409,0.29371065
911410,0.29371065
911411,0.29371065
911412,0.29371065
911413,0.29371065
911414,0.29371065
911415,0.29371065
911416,0.29371065
911417,0.29371065
911418,0.7399697
911419,0.29371065
911420,0.29371065
911421,0.29371065
911422,0.29371065
911423,0.29371065
911424,0.29371065
911425,0.29371065
911426,0.29371065
911427,0.29371065
911428,0.30080387
911429,0.7399697
911430,0.29371065
911431,0.29371065
911432,0.29371065
911433,0.29371065
911434,0.29371065
911435,0.29371065
911436,0.29371065
911437,0.29371065
911438,0.29371065
911439,0.29371065
911440,0.29371065
911441,0.29371065
911442,0.29371065
911443,0.29371065
911444,0.29371065
911445,0.29371065
911446,0.29371065
911447,0.29371065
911448,0.30080387
911449,0.35040954
911450,0.022997547
911451,0.022997547
911452,0.29371065
911453,0.29371065
911454,0.29371065
911455,0.29371065
911456,0.29371065
911457,0.29371065
911458,0.35040954
911459,0.35040954
911460,0.35040954
911461,0.35040954
911462,0.35040954
911463,0.35040954
911464,0.35040954
911465,0.35040954
911466,0.35040954
911467,0.2964877
911468,0.2964877
911469,0.2964877
911470,0.2964877
911471,0.2964877
911472,0.022997547
911473,0.022997547
911474,0.022997547
911475,0.022997547
911476,0.29371065
911477,0.29371065
911478,0.29371065
911479,0.29371065
911480,0.29371065
911481,0.2964877
911482,0.2964877
911483,0.2964877
911484,0.2964877
911485,0.2964877
911486,0.2964877
911487,0.2964877
911488,0.2964877
911489,0.022997547
911490,0.022997547
911491,0.022997547
911492,0.022997547
911493,0.022997547
911494,0.29371065
911495,0.29371065
911496,0.29371065
911497,0.29371065
911498,0.29371065
911499,0.29371065
911500,0.35040954
911501,0.022997547
911502,0.29371065
911503,0.29371065
911504,0.29371065
911505,0.29371065
911506,0.29371065
911507,0.0223962
911508,0.0223962
911509,0.0223962
911510,0.0223962
911511,0.0223962
911512,0.29371065
911513,0.29371065
911514,0.29371065
911515,0.29371065
911516,0.29371065
911517,0.29371065
911518,0.2964877
911519,0.2964877
911520,0.0223962
911521,0.0223962
911522,0.0223962
911523,0.0223962
911524,0.0223962
911525,0.29371065
911526,0.29371065
911527,0.29371065
911528,0.2964877
911529,0.2964877
911530,0.2964877
911531,0.2964877
911532,0.2964877
911533,0.2964877
911534,0.0223962
911535,0.0223962
911536,0.0223962
911537,0.0223962
911538,0.29371065
911539,0.29371065
911540,0.29371065
911541,0.29371065
911542,0.29371065
911543,0.29371065
911544,0.29371065
911545,0.50031006
911546,0.50031006
911547,0.50124705
911548,0.2964877
911549,0.2964877
911550,0.2964877
911551,0.2964877
911552,0.2964877
911553,0.0223962
911554,0.0223962
911555,0.29371065
911556,0.50124705
911557,0.50124705
911558,0.50124705
911559,0.50124705
911560,0.50124705
911561,0.50124705
911562,0.50124705
911563,0.50124705
911564,0.50124705
911565,0.50124705
911566,0.50124705
911567,0.50124705
911568,0.50124705
911569,0.50124705
911570,0.50124705
911571,0.2964877
911572,0.2964877
911573,0.2964877
911574,0.2964877
911575,0.50124705
911576,0.50124705
911577,0.50124705
911578,0.50124705
911579,0.50124705
911580,0.50124705
911581,0.50124705
911582,0.50124705
911583,0.50124705
911584,0.50124705
911585,0.50124705
911586,0.50124705
911587,0.50124705
911588,0.50124705
911589,0.50124705
911590,0.50124705
911591,0.50124705
911592,0.50124705
911593,0.35040954
911594,0.2868554
911595,0.2868554
911596,0.2868554
911597,0.2964877
911598,0.2964877
911599,0.2964877
911600,0.2964877
911601,0.2964877
911602,0.2964877
911603,0.50124705
911604,0.50124705
911605,0.50124705
911606,0.50124705
911607,0.50124705
911608,0.50124705
911609,0.50124705
911610,0.50124705
911611,0.2868554
911612,0.1860531
911613,0.2964877
911614,0.2964877
911615,0.2964877
911616,0.2964877
911617,0.2964877
911618,0.50124705
911619,0.50124705
911620,0.50124705
911621,0.50124705
911622,0.50124705
911623,0.50124705
911624,0.50124705
911625,0.50124705
911626,0.2964877
911627,0.2964877
911628,0.2964877
911629,0.2964877
911630,0.50124705
911631,0.50124705
911632,0.50124705
911633,0.50124705
911634,0.50124705
911635,0.50124705
911636,0.50124705
911637,0.50124705
911638,0.2964877
911639,0.2964877
911640,0.2964877
911641,0.2964877
911642,0.2964877
911643,0.2964877
911644,0.2964877
911645,0.0223962
911646,0.0223962
911647,0.0223962
911648,0.0223962
911649,0.0223962
911650,0.0223962
911651,0.0223962
911652,0.0223962
911653,0.0223962
911654,0.50124705
911655,0.50124705
911656,0.50124705
911657,0.2964877
911658,0.0223962
911659,0.0223962
911660,0.0223962
911661,0.0223962
911662,0.2868554
911663,0.2868554
911664,0.2868554
911665,0.2868554
911666,0.2964877
911667,0.2964877
911668,0.2964877
911669,0.2964877
911670,0.0223962
911671,0.0223962
911672,0.0223962
911673,0.2868554
911674,0.2868554
911675,0.2868554
911676,0.2868554
911677,0.2868554
911678,0.2868554
911679,0.2964877
911680,0.2964877
911681,0.2964877
911682,0.2964877
911683,0.2964877
911684,0.2964877
911685,0.2964877
911686,0.2868554
911687,0.2868554
911688,0.2868554
911689,0.2868554
911690,0.29371065
911691,0.29371065
911692,0.29371065
911693,0.29371065
911694,0.2868554
911695,0.2868554
911696,0.2868554
911697,0.0223962
911698,0.0223962
911699,0.0223962
911700,0.0223962
911701,0.0223962
911702,0.2868554
911703,0.2868554
911704,0.2868554
911705,0.0223962
911706,0.0223962
911707,0.0223962
911708,0.0223962
911709,0.0223962
911710,0.0223962
911711,0.2868554
911712,0.2868554
911713,0.2868554
911714,0.2868554
911715,0.2868554
911716,0.2868554
911717,0.2868554
911718,0.2868554
911719,0.2868554
911720,0.2868554
911721,0.2868554
911722,0.2868554
911723,0.2868554
911724,0.2868554
911725,0.2868554
911726,0.0223962
911727,0.2868554
911728,0.2868554
911729,0.2868554
911730,0.2868554
911731,0.2868554
911732,0.1860531
911733,0.1860531
911734,0.1860531
911735,0.1860531
911736,0.1860531
911737,0.1860531
911738,0.1860531
911739,0.1860531
911740,0.1860531
911741,0.1860531
911742,0.1860531
911743,0.1860531
911744,0.1860531
911745,0.1860531
911746,0.1860531
911747,0.1860531
911748,0.1860531
911749,0.1860531
911750,0.1860531
911751,0.1860531
911752,0.1860531
911753,0.1860531
911754,0.1860531
911755,0.1860531
911756,0.1860531
911757,0.1860531
911758,0.1860531
911759,0.1860531
911760,0.1860531
911761,0.1860531
911762,0.1860531
911763,0.1860531
911764,0.1860531
911765,0.1860531
911766,0.1860531
911767,0.1860531
911768,0.1860531
911769,0.1860531
911770,0.1860531
911771,0.1860531
911772,0.1860531
911773,0.1860531
911774,0.1860531
911775,0.1860531
911776,0.1860531
911777,0.2964877
911778,0.2964877
911779,0.2964877
911780,0.2964877
911781,0.2964877
911782,0.1860531
911783,0.2964877
911784,0.2964877
911785,0.2964877
911786,0.2964877
911787,0.2964877
911788,0.2964877
911789,0.2964877
911790,0.2964877
911791,0.29371065
911792,0.29371065
911793,0.29371065
911794,0.29371065
911795,0.2868554
911796,0.2964877
911797,0.2964877
911798,0.2964877
911799,0.2964877
911800,0.30080387
911801,0.30080387
911802,0.30080387
911803,0.29371065
911804,0.29371065
911805,0.29371065
911806,0.29371065
911807,0.29371065
911808,0.29371065
911809,0.1860531
911810,0.30080387
911811,0.30080387
911812,0.30080387
911813,0.30080387
911814,0.30080387
911815,0.1860531
911816,0.1860531
911817,0.1860531
911818,0.30080387
911819,0.30080387
911820,0.30080387
911821,0.1860531
911822,0.1860531
911823,0.1860531
911824,0.1860531
911825,0.1860531
911826,0.1860531
911827,0.1860531
911828,0.1860531
911829,0.1860531
911830,0.1860531
911831,0.1860531
911832,0.1860531
911833,0.1860531
911834,0.1860531
911835,0.1860531
911836,0.1860531
911837,0.1860531
911838,0.1860531
911839,0.1860531
911840,0.1860531
911841,0.1860531
911842,0.1860531
911843,0.022997547
