obs_id,pred_proba
911345,0.5316588
911346,0.15335302
911347,0.032092612
911348,0.032092612
911349,0.032092612
911350,0.032092612
911351,0.032092612
911352,0.032092612
911353,0.4761085
911354,0.4761085
911355,0.2750333
911356,0.2750333
911357,0.2750333
911358,0.2750333
911359,0.2750333
911360,0.2750333
911361,0.2750333
911362,0.2750333
911363,0.2750333
911364,0.2750333
911365,0.2750333
911366,0.22239147
911367,0.22239147
911368,0.22239147
911369,0.22239147
911370,0.22239147
911371,0.22239147
911372,0.22239147
911373,0.22239147
911374,0.22239147
911375,0.22239147
911376,0.22239147
911377,0.22239147
911378,0.22239147
911379,0.22239147
911380,0.22239147
911381,0.22239147
911382,0.22239147
911383,0.22239147
911384,0.22239147
911385,0.22239147
911386,0.22239147
911387,0.22239147
911388,0.22239147
911389,0.032092612
911390,0.5316588
911391,0.5316588
911392,0.5316588
911393,0.5316588
911394,0.5316588
911395,0.23214789
911396,0.23214789
911397,0.23214789
911398,0.23214789
911399,0.22239147
911400,0.5316588
911401,0.5316588
911402,0.5316588
911403,0.23214789
911404,0.23214789
911405,0.23214789
911406,0.23214789
911407,0.23214789
911408,0.23214789
911409,0.23214789
911410,0.23214789
911411,0.23214789
911412,0.23214789
911413,0.23214789
911414,0.23214789
911415,0.23214789
911416,0.23214789
911417,0.23214789
911418,0.5316588
911419,0.23214789
911420,0.23214789
911421,0.23214789
911422,0.23214789
911423,0.23214789
911424,0.23214789
911425,0.23214789
911426,0.23214789
911427,0.23214789
911428,0.22239147
911429,0.5316588
911430,0.1423377
911431,0.1423377
911432,0.1423377
911433,0.1423377
911434,0.1423377
911435,0.1423377
911436,0.1423377
911437,0.1423377
911438,0.1423377
911439,0.1423377
911440,0.1423377
911441,0.1423377
911442,0.1423377
911443,0.1423377
911444,0.1423377
911445,0.1423377
911446,0.1423377
911447,0.1423377
911448,0.22239147
911449,0.3416647
911450,0.15335302
911451,0.15335302
911452,0.1423377
911453,0.1423377
911454,0.1423377
911455,0.1423377
911456,0.1423377
911457,0.1423377
911458,0.3416647
911459,0.3416647
911460,0.3416647
911461,0.3416647
911462,0.3416647
911463,0.3416647
911464,0.3416647
911465,0.3416647
911466,0.3416647
911467,0.234153
911468,0.234153
911469,0.234153
911470,0.234153
911471,0.234153
911472,0.15335302
911473,0.15335302
911474,0.15335302
911475,0.15335302
911476,0.1423377
911477,0.1423377
911478,0.1423377
911479,0.1423377
911480,0.1423377
911481,0.234153
911482,0.234153
911483,0.234153
911484,0.234153
911485,0.234153
911486,0.234153
911487,0.234153
911488,0.234153
911489,0.15335302
911490,0.15335302
911491,0.15335302
911492,0.15335302
911493,0.15335302
911494,0.1423377
911495,0.1423377
911496,0.1423377
911497,0.1423377
911498,0.1423377
911499,0.1423377
911500,0.3416647
911501,0.15335302
911502,0.1423377
911503,0.1423377
911504,0.1423377
911505,0.1423377
911506,0.1423377
911507,0.032092612
911508,0.032092612
911509,0.032092612
911510,0.032092612
911511,0.032092612
911512,0.1423377
911513,0.1423377
911514,0.1423377
911515,0.1423377
911516,0.1423377
911517,0.1423377
911518,0.234153
911519,0.234153
911520,0.032092612
911521,0.032092612
911522,0.032092612
911523,0.032092612
911524,0.032092612
911525,0.1423377
911526,0.1423377
911527,0.1423377
911528,0.234153
911529,0.234153
911530,0.234153
911531,0.234153
911532,0.234153
911533,0.234153
911534,0.032092612
911535,0.032092612
911536,0.032092612
911537,0.032092612
911538,0.23214789
911539,0.23214789
911540,0.23214789
911541,0.23214789
911542,0.23214789
911543,0.23214789
911544,0.23214789
911545,0.28195012
911546,0.28195012
911547,0.28195012
911548,0.234153
911549,0.234153
911550,0.234153
911551,0.234153
911552,0.234153
911553,0.032092612
911554,0.032092612
911555,0.23214789
911556,0.28195012
911557,0.28195012
911558,0.28195012
911559,0.28195012
911560,0.28195012
911561,0.28195012
911562,0.28195012
911563,0.28195012
911564,0.28195012
911565,0.28195012
911566,0.28195012
911567,0.28195012
911568,0.28195012
911569,0.28195012
911570,0.28195012
911571,0.234153
911572,0.234153
911573,0.234153
911574,0.234153
911575,0.28195012
911576,0.28195012
911577,0.28195012
911578,0.28195012
911579,0.28195012
911580,0.28195012
911581,0.28195012
911582,0.28195012
911583,0.28195012
911584,0.28195012
911585,0.28195012
911586,0.28195012
911587,0.28195012
911588,0.28195012
911589,0.28195012
911590,0.28195012
911591,0.28195012
911592,0.28195012
911593,0.3416647
911594,0.22239147
911595,0.22239147
911596,0.22239147
911597,0.234153
911598,0.234153
911599,0.234153
911600,0.234153
911601,0.234153
911602,0.234153
911603,0.28195012
911604,0.28195012
911605,0.28195012
911606,0.28195012
911607,0.28195012
911608,0.28195012
911609,0.28195012
911610,0.28195012
911611,0.22239147
911612,0.2750333
911613,0.234153
911614,0.234153
911615,0.234153
911616,0.234153
911617,0.234153
911618,0.28195012
911619,0.28195012
911620,0.28195012
911621,0.28195012
911622,0.28195012
911623,0.28195012
911624,0.28195012
911625,0.28195012
911626,0.234153
911627,0.234153
911628,0.234153
911629,0.234153
911630,0.28195012
911631,0.28195012
911632,0.28195012
911633,0.28195012
911634,0.28195012
911635,0.28195012
911636,0.28195012
911637,0.28195012
911638,0.234153
911639,0.234153
911640,0.234153
911641,0.234153
911642,0.234153
911643,0.234153
911644,0.234153
911645,0.032092612
911646,0.032092612
911647,0.032092612
911648,0.032092612
911649,0.032092612
911650,0.032092612
911651,0.032092612
911652,0.032092612
911653,0.032092612
911654,0.28195012
911655,0.28195012
911656,0.28195012
911657,0.234153
911658,0.032092612
911659,0.032092612
911660,0.032092612
911661,0.032092612
911662,0.22239147
911663,0.22239147
911664,0.22239147
911665,0.22239147
911666,0.234153
911667,0.234153
911668,0.234153
911669,0.234153
911670,0.032092612
911671,0.032092612
911672,0.032092612
911673,0.22239147
911674,0.22239147
911675,0.22239147
911676,0.22239147
911677,0.22239147
911678,0.22239147
911679,0.234153
911680,0.234153
911681,0.234153
911682,0.234153
911683,0.234153
911684,0.234153
911685,0.234153
911686,0.22239147
911687,0.22239147
911688,0.22239147
911689,0.22239147
911690,0.23214789
911691,0.23214789
911692,0.23214789
911693,0.23214789
911694,0.22239147
911695,0.22239147
911696,0.22239147
911697,0.032092612
911698,0.032092612
911699,0.032092612
911700,0.032092612
911701,0.032092612
911702,0.22239147
911703,0.22239147
911704,0.22239147
911705,0.032092612
911706,0.032092612
911707,0.032092612
911708,0.032092612
911709,0.032092612
911710,0.032092612
911711,0.22239147
911712,0.22239147
911713,0.22239147
911714,0.22239147
911715,0.22239147
911716,0.22239147
911717,0.22239147
911718,0.22239147
911719,0.22239147
911720,0.22239147
911721,0.22239147
911722,0.22239147
911723,0.22239147
911724,0.22239147
911725,0.22239147
911726,0.032092612
911727,0.22239147
911728,0.22239147
911729,0.22239147
911730,0.22239147
911731,0.22239147
911732,0.2750333
911733,0.2750333
911734,0.2750333
911735,0.2750333
911736,0.2750333
911737,0.2750333
911738,0.2750333
911739,0.2750333
911740,0.2750333
911741,0.2750333
911742,0.2750333
911743,0.2750333
911744,0.2750333
911745,0.2750333
911746,0.2750333
911747,0.2750333
911748,0.2750333
911749,0.2750333
911750,0.2750333
911751,0.2750333
911752,0.2750333
911753,0.2750333
911754,0.2750333
911755,0.2750333
911756,0.2750333
911757,0.2750333
911758,0.2750333
911759,0.2750333
911760,0.2750333
911761,0.2750333
911762,0.2750333
911763,0.2750333
911764,0.2750333
911765,0.2750333
911766,0.2750333
911767,0.2750333
911768,0.2750333
911769,0.2750333
911770,0.2750333
911771,0.2750333
911772,0.2750333
911773,0.2750333
911774,0.2750333
911775,0.2750333
911776,0.2750333
911777,0.234153
911778,0.234153
911779,0.234153
911780,0.234153
911781,0.234153
911782,0.2750333
911783,0.234153
911784,0.234153
911785,0.234153
911786,0.234153
911787,0.234153
911788,0.234153
911789,0.234153
911790,0.234153
911791,0.23214789
911792,0.23214789
911793,0.23214789
911794,0.23214789
911795,0.22239147
911796,0.234153
911797,0.234153
911798,0.234153
911799,0.234153
911800,0.234153
911801,0.234153
911802,0.234153
911803,0.23214789
911804,0.23214789
911805,0.23214789
911806,0.23214789
911807,0.23214789
911808,0.23214789
911809,0.2750333
911810,0.234153
911811,0.234153
911812,0.234153
911813,0.234153
911814,0.234153
911815,0.2750333
911816,0.2750333
911817,0.2750333
911818,0.234153
911819,0.234153
911820,0.234153
911821,0.2750333
911822,0.2750333
911823,0.2750333
911824,0.2750333
911825,0.2750333
911826,0.2750333
911827,0.2750333
911828,0.2750333
911829,0.2750333
911830,0.2750333
911831,0.2750333
911832,0.2750333
911833,0.2750333
911834,0.2750333
911835,0.2750333
911836,0.2750333
911837,0.2750333
911838,0.2750333
911839,0.2750333
911840,0.2750333
911841,0.2750333
911842,0.2750333
911843,0.15335302
911844,0.15335302
911845,0.15335302
911846,0.15335302
911847,0.2750333
911848,0.2750333
911849,0.2750333
911850,0.2750333
