obs_id,pred_proba
911345,0.54033864
911346,0.16788022
911347,0.02846097
911348,0.02846097
911349,0.02846097
911350,0.02846097
911351,0.02846097
911352,0.02846097
911353,0.47256514
911354,0.47256514
911355,0.18196957
911356,0.18196957
911357,0.18196957
911358,0.18196957
911359,0.18196957
911360,0.18196957
911361,0.18196957
911362,0.18196957
911363,0.18196957
911364,0.18196957
911365,0.18196957
911366,0.1915106
911367,0.1915106
911368,0.1915106
911369,0.1915106
911370,0.1915106
911371,0.1915106
911372,0.1915106
911373,0.1915106
911374,0.1915106
911375,0.1915106
911376,0.1915106
911377,0.1915106
911378,0.1915106
911379,0.1915106
911380,0.1915106
911381,0.1915106
911382,0.1915106
911383,0.1915106
911384,0.1915106
911385,0.1915106
911386,0.1915106
911387,0.1915106
911388,0.1915106
911389,0.02846097
911390,0.54033864
911391,0.54033864
911392,0.54033864
911393,0.54033864
911394,0.54033864
911395,0.20283464
911396,0.20283464
911397,0.20283464
911398,0.20283464
911399,0.1915106
911400,0.54033864
911401,0.54033864
911402,0.54033864
911403,0.20283464
911404,0.20283464
911405,0.20283464
911406,0.20283464
911407,0.20283464
911408,0.20283464
911409,0.20283464
911410,0.20283464
911411,0.20283464
911412,0.20283464
911413,0.20283464
911414,0.20283464
911415,0.20283464
911416,0.20283464
911417,0.20283464
911418,0.54033864
911419,0.20283464
911420,0.20283464
911421,0.20283464
911422,0.20283464
911423,0.20283464
911424,0.20283464
911425,0.20283464
911426,0.20283464
911427,0.20283464
911428,0.1915106
911429,0.54033864
911430,0.10295049
911431,0.10295049
911432,0.10295049
911433,0.10295049
911434,0.10295049
911435,0.10295049
911436,0.10295049
911437,0.10295049
911438,0.10295049
911439,0.10295049
911440,0.10295049
911441,0.10295049
911442,0.10295049
911443,0.10295049
911444,0.10295049
911445,0.10295049
911446,0.10295049
911447,0.10295049
911448,0.1915106
911449,0.36596477
911450,0.16788022
911451,0.16788022
911452,0.10295049
911453,0.10295049
911454,0.10295049
911455,0.10295049
911456,0.10295049
911457,0.10295049
911458,0.36596477
911459,0.36596477
911460,0.36596477
911461,0.36596477
911462,0.36596477
911463,0.36596477
911464,0.36596477
911465,0.36596477
911466,0.36596477
911467,0.18330923
911468,0.18330923
911469,0.18330923
911470,0.18330923
911471,0.18330923
911472,0.16788022
911473,0.16788022
911474,0.16788022
911475,0.16788022
911476,0.10295049
911477,0.10295049
911478,0.10295049
911479,0.10295049
911480,0.10295049
911481,0.18330923
911482,0.18330923
911483,0.18330923
911484,0.18330923
911485,0.18330923
911486,0.18330923
911487,0.18330923
911488,0.18330923
911489,0.16788022
911490,0.16788022
911491,0.16788022
911492,0.16788022
911493,0.16788022
911494,0.10295049
911495,0.10295049
911496,0.10295049
911497,0.10295049
911498,0.10295049
911499,0.10295049
911500,0.36596477
911501,0.16788022
911502,0.10295049
911503,0.10295049
911504,0.10295049
911505,0.10295049
911506,0.10295049
911507,0.02846097
911508,0.02846097
911509,0.02846097
911510,0.02846097
911511,0.02846097
911512,0.10295049
911513,0.10295049
911514,0.10295049
911515,0.10295049
911516,0.10295049
911517,0.10295049
911518,0.18330923
911519,0.18330923
911520,0.02846097
911521,0.02846097
911522,0.02846097
911523,0.02846097
911524,0.02846097
911525,0.10295049
911526,0.10295049
911527,0.10295049
911528,0.18330923
911529,0.18330923
911530,0.18330923
911531,0.18330923
911532,0.18330923
911533,0.18330923
911534,0.02846097
911535,0.02846097
911536,0.02846097
911537,0.02846097
