obs_id,pred_proba
911395,0.09121793
911396,0.14098816
911397,0.14376147
911398,0.14893055
911403,0.08297221
911404,0.16490512
911405,0.16942684
911406,0.16355135
911407,0.10419076
911408,0.18545756
911409,0.2000156
911410,0.19023412
911411,0.20568852
911412,0.070846505
911413,0.1625376
911414,0.31077024
911415,0.16456987
911416,0.16152237
911417,0.13895954
911419,0.06284535
911420,0.15539406
911421,0.15558356
911422,0.17121245
911423,0.16225396
911424,0.13344836
911425,0.053198498
911426,0.24304728
911427,0.19218616
911430,0.042327143
911431,0.053046934
911432,0.081176296
911433,0.06594263
911434,0.037571006
911435,0.05639994
911436,0.05700295
911437,0.07140501
911438,0.07144172
911439,0.09156838
911440,0.066897005
911441,0.07040424
911442,0.03278994
911443,0.08439301
911444,0.06521064
911445,0.066578284
911446,0.11401602
911447,0.06089058
911452,0.023851233
911453,0.09718782
911454,0.06883176
911455,0.0788227
911456,0.08107122
911457,0.074184015
911476,0.03633875
911477,0.09042114
911478,0.060756557
911479,0.1063793
911480,0.06974802
911494,0.024490535
911495,0.11290611
911496,0.06341873
911497,0.10040852
911498,0.066545844
911499,0.08949973
911502,0.039623123
911503,0.065646574
911504,0.09853718
911505,0.07453134
911506,0.06138176
911512,0.03626546
911513,0.110981554
911514,0.06598932
911515,0.06752722
911516,0.113619305
911517,0.066945374
911525,0.03560006
911526,0.110661335
911527,0.105110295
911538,0.055102345
911539,0.22600335
911540,0.1649454
911541,0.16474831
911542,0.17273752
911543,0.19478428
911544,0.1617893
911555,0.057211097
911690,0.030724764
911691,0.056864552
911692,0.05330313
911693,0.027385954
911791,0.0536833
911792,0.08216761
911793,0.08419314
911794,0.08231451
911803,0.040116753
911804,0.10801749
911805,0.07477054
911806,0.08710355
911807,0.073213965
911808,0.08412858
912344,0.08245876
912345,0.11850175
912346,0.14195888
912347,0.14619763
912348,0.13772373
912352,0.0617201
912353,0.14419095
912354,0.12735584
912355,0.15215565
912356,0.18307428
912357,0.16298348
912358,0.1853545
912359,0.16998453
912362,0.080525555
912363,0.16902791
912364,0.13885123
912365,0.15902755
912366,0.1131675
912367,0.1925111
912368,0.20272742
912369,0.16222681
912370,0.18396899
912375,0.07582152
912376,0.19374841
912377,0.17842677
912378,0.20359217
912379,0.17940114
912380,0.20774108
912384,0.06961178
912465,0.007826905
912466,0.057302
912467,0.06139037
912468,0.0697638
912471,0.0369562
912472,0.06604669
912473,0.06981102
912474,0.06962636
912477,0.046177063
912478,0.075368844
912479,0.09489993
912480,0.07342838
912481,0.04512925
912482,0.10086749
912483,0.10741432
912484,0.10193544
912485,0.090692006
912486,0.066165395
912487,0.074312314
912488,0.094344884
912489,0.031041564
912490,0.09515856
912491,0.08795918
912492,0.084018335
912493,0.072515786
912494,0.029408297
912566,0.05083452
912567,0.08371886
912568,0.09047098
912569,0.12861526
912570,0.09458243
912571,0.09653872
912572,0.09955125
912573,0.10229558
912582,0.032115474
912583,0.10077394
912584,0.10057757
912752,0.07641726
912756,0.064950295
912757,0.13069588
912758,0.12561134
912759,0.12923715
912760,0.15180922
912761,0.10990207
912762,0.06409795
912763,0.12223465
912764,0.14328356
912765,0.18970308
912766,0.15733275
912767,0.1908262
912768,0.15776552
912769,0.11111895
912770,0.050941028
912771,0.17952386
912772,0.12486252
912773,0.1852501
912774,0.15648662
912775,0.1723122
912776,0.14337677
912778,0.05345133
912817,0.0808056
912818,0.08427027
912819,0.1604627
912820,0.11484015
912821,0.1264697
912822,0.122211516
912830,0.046392657
912831,0.09291089
912924,0.0075068427
913151,0.09930376
913153,0.07024053
913154,0.1592643
913155,0.15302005
913156,0.14899346
913157,0.15849553
913162,0.14346004
913163,0.16961518
913164,0.19528651
913165,0.18382028
913166,0.30764583
913167,0.31378132
913168,0.19983298
913169,0.17440884
913170,0.2800633
913311,0.085156344
913312,0.13212886
913313,0.1367076
913314,0.21722634
913315,0.12014202
913316,0.26803946
913317,0.26026115
913318,0.25238407
913319,0.25852472
913320,0.22722359
913321,0.25059125
913322,0.29072496
913323,0.25031212
913324,0.25118303
913325,0.07380022
913326,0.20874843
913327,0.20859009
913328,0.21164413
913329,0.21062303
913330,0.20799005
913331,0.26598525
913332,0.2579454
913333,0.24574117
913334,0.18809246
913397,0.09055278
913398,0.13076963
913399,0.16432211
913400,0.16484223
913401,0.14960492
913402,0.16264817
913408,0.06315114
913409,0.15795882
913410,0.1445813
913411,0.16756704
913412,0.21348748
913413,0.18893582
913414,0.21341266
913422,0.06063972
913423,0.1727705
913424,0.20494787
913425,0.20659654
913426,0.17520837
913427,0.11469727
913428,0.16845292
913429,0.20376153
913520,0.1117562
913521,0.13783585
913532,0.08751073
913533,0.17906995
913534,0.33290213
913535,0.3236964
913536,0.4116896
913537,0.3805013
913538,0.37762082
913539,0.16582657
913540,0.16433857
913541,0.17521739
913542,0.1660064
913543,0.4234474
913544,0.36014277
913553,0.06584314
913554,0.1963736
913555,0.1932766
913556,0.2078701
913564,0.068370774
913565,0.14429918
913822,0.010075047
913823,0.09458229
913824,0.12452675
913825,0.1369034
913826,0.13923357
913827,0.15315291
913828,0.07492254
913829,0.1787173
913830,0.16072567
913831,0.18417136
913832,0.13490233
913833,0.14663787
913834,0.12441384
913835,0.15261924
913843,0.037214365
913863,0.009901798
914051,0.063433506
914052,0.10068963
914053,0.11930978
914054,0.11178721
914055,0.11170313
914056,0.11814078
914057,0.1324196
914063,0.048844263
914064,0.12467075
914065,0.14331563
914066,0.13101001
914067,0.13869444
914068,0.13635875
914069,0.008667923
914242,0.0059616114
914315,0.022059098
914316,0.02711594
914359,0.007872326
914530,0.06731992
914531,0.17927882
914534,0.10076804
914535,0.21595836
914536,0.24351424
914537,0.25503254
914538,0.27855223
914539,0.27800807
914540,0.35109818
914541,0.2568982
914542,0.23794596
914543,0.24841332
914544,0.3010461
914551,0.07003225
914552,0.22186837
914860,0.07322369
914861,0.12464976
914862,0.14019583
914863,0.13110647
914864,0.12930827
914865,0.13010086
914866,0.15495077
914885,0.07103181
914886,0.15344001
914887,0.15521717
914888,0.16283555
914889,0.14925733
914890,0.13052098
914891,0.14131927
914892,0.11728875
914915,0.06538627
914916,0.15680782
914917,0.13523246
914918,0.17476423
914919,0.15673254
914920,0.17931332
914921,0.15679626
914922,0.10656164
914923,0.17469336
914937,0.06199381
914938,0.19451998
914939,0.17587042
914940,0.19451998
914941,0.17696424
914942,0.18498614
914943,0.17702505
914944,0.1653056
914945,0.16799517
914946,0.17469451
914947,0.17756896
914948,0.16030814
914959,0.062595114
914988,0.023105942
915002,0.0239284
915003,0.050311163
915068,0.050148703
915069,0.05068127
915076,0.021106781
915080,0.020044997
915129,0.13324267
915151,0.11004811
915171,0.10499989
915172,0.31227395
915173,0.17346138
915174,0.21502496
915175,0.23337379
915176,0.31767362
915177,0.18470828
915178,0.26489216
915179,0.23585716
915180,0.24893902
915181,0.25055808
915182,0.24257925
915183,0.31353447
915198,0.07132581
915199,0.31955817
915200,0.18860419
915201,0.21165696
915202,0.23457195
915216,0.062401496
915217,0.15965348
915230,0.057084944
915231,0.14220536
915232,0.15986873
915233,0.12095237
915234,0.14220536
915235,0.13603903
915236,0.15425234
915237,0.17596887
915248,0.067092046
915249,0.20095778
915250,0.17016192
915251,0.18399478
915252,0.16101664
915253,0.15675712
915254,0.15784664
915255,0.11302531
915272,0.06594947
915273,0.18692514
915274,0.19994979
915275,0.17503393
915276,0.15080275
915277,0.12357514
915278,0.15028422
915279,0.18562843
915286,0.053241268
915706,0.045375615
915716,0.03657166
915717,0.076964244
915718,0.0758213
915772,0.08309366
915773,0.12813391
915774,0.13177906
915789,0.07224227
915790,0.13834319
915817,0.09468908
915834,0.21430646
915848,0.20432547
915849,0.2449766
915850,0.38377753
915851,0.367082
915852,0.39478344
915853,0.3803795
915854,0.3850583
915855,0.39432484
915856,0.39432484
915857,0.42354095
915858,0.41979894
915859,0.41979894
915860,0.39066604
